config_id,load_profile,net_delay_ms,fault_type,trial_in_session,cold_start,recovered,time_s,message,final_state,trial_id
idle_d0,idle,0,Database Failure,88,False,True,0.009842,"DB verified — 1 config rows, write test passed",Operational,188
idle_d0,idle,0,Database Failure,89,False,True,0.008863,"DB verified — 1 config rows, write test passed",Operational,189
idle_d0,idle,0,Database Failure,90,False,True,0.009276,"DB verified — 1 config rows, write test passed",Operational,190
idle_d0,idle,0,Database Failure,91,False,True,0.009043,"DB verified — 1 config rows, write test passed",Operational,191
idle_d0,idle,0,Database Failure,92,False,True,0.010242,"DB verified — 1 config rows, write test passed",Operational,192
idle_d0,idle,0,Database Failure,93,False,True,0.009325,"DB verified — 1 config rows, write test passed",Operational,193
idle_d0,idle,0,Database Failure,94,False,True,0.011434,"DB verified — 1 config rows, write test passed",Operational,194
idle_d0,idle,0,Database Failure,95,False,True,0.010163,"DB verified — 1 config rows, write test passed",Operational,195
idle_d0,idle,0,Database Failure,96,False,True,0.008432,"DB verified — 1 config rows, write test passed",Operational,196
idle_d0,idle,0,Database Failure,97,False,True,0.010324,"DB verified — 1 config rows, write test passed",Operational,197
idle_d0,idle,0,Database Failure,98,False,True,0.00873,"DB verified — 1 config rows, write test passed",Operational,198
idle_d0,idle,0,Database Failure,99,False,True,0.009988,"DB verified — 1 config rows, write test passed",Operational,199
idle_d0,idle,0,Database Failure,100,False,True,0.010345,"DB verified — 1 config rows, write test passed",Operational,200
idle_d0,idle,0,Server Crash,1,True,True,0.712098,"Worker verified — processed task correctly (21×2=42), total tasks: 1",Operational,201
idle_d0,idle,0,Server Crash,2,False,True,0.712103,"Worker verified — processed task correctly (21×2=42), total tasks: 2",Operational,202
idle_d0,idle,0,Server Crash,3,False,True,0.704253,"Worker verified — processed task correctly (21×2=42), total tasks: 3",Operational,203
idle_d0,idle,0,Server Crash,4,False,True,0.715585,"Worker verified — processed task correctly (21×2=42), total tasks: 4",Operational,204
idle_d0,idle,0,Server Crash,5,False,True,0.701574,"Worker verified — processed task correctly (21×2=42), total tasks: 5",Operational,205
idle_d0,idle,0,Server Crash,6,False,True,0.712791,"Worker verified — processed task correctly (21×2=42), total tasks: 6",Operational,206
idle_d0,idle,0,Server Crash,7,False,True,0.702382,"Worker verified — processed task correctly (21×2=42), total tasks: 7",Operational,207
idle_d0,idle,0,Server Crash,8,False,True,0.715669,"Worker verified — processed task correctly (21×2=42), total tasks: 8",Operational,208
idle_d0,idle,0,Server Crash,9,False,True,0.703153,"Worker verified — processed task correctly (21×2=42), total tasks: 9",Operational,209
idle_d0,idle,0,Server Crash,10,False,True,0.713141,"Worker verified — processed task correctly (21×2=42), total tasks: 10",Operational,210
idle_d0,idle,0,Server Crash,11,False,True,0.711603,"Worker verified — processed task correctly (21×2=42), total tasks: 11",Operational,211
